PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2874,1,3,"Bennett, Mr. Morgan 874",male,0.25,0,1,SYN-00874,20.7247,E14,C
2875,0,2,"Carter, Mr. Taylor 875",male,38.52,2,0,SYN-00875,20.2565,,S
2876,0,3,"Davis, Mr. Jordan 876",male,10.85,0,0,SYN-00876,7.5701,,C
2877,1,2,"Evans, Mr. Casey 877",male,20.71,0,0,SYN-00877,,,S
2878,1,2,"Foster, Mrs. Riley 878",female,38.77,0,0,SYN-00878,11.5303,,S
2879,0,3,"Green, Mr. Avery 879",male,33.56,1,0,SYN-00879,3.8385,,S
2880,0,1,"Hall, Mr. Jamie 880",male,,0,0,SYN-00880,101.6022,,S
2881,1,3,"Anderson, Mr. Alex 881",male,9.63,2,0,SYN-00881,29.7275,,S
2882,1,3,"Bennett, Mr. Morgan 882",male,31.76,0,2,SYN-00882,4.1078,G127,S
2883,0,1,"Carter, Mr. Taylor 883",male,24.27,1,0,SYN-00883,41.5028,,S
2884,0,3,"Davis, Mr. Jordan 884",male,14.47,0,0,SYN-00884,15.1191,,C
2885,1,3,"Evans, Mrs. Casey 885",female,25.34,0,1,SYN-00885,9.7521,,S
2886,0,3,"Foster, Mr. Riley 886",male,,1,1,SYN-00886,15.8238,,S
2887,1,3,"Green, Mr. Avery 887",male,,1,0,SYN-00887,9.4559,,S
2888,0,3,"Hall, Mrs. Jamie 888",female,10.21,1,1,SYN-00888,7.2662,,S
2889,1,3,"Anderson, Mrs. Alex 889",female,9.61,1,0,SYN-00889,8.8319,G79,S
2890,1,3,"Bennett, Mr. Morgan 890",male,0.17,0,0,SYN-00890,2.6978,,S
2891,0,3,"Carter, Mrs. Taylor 891",female,23.75,1,0,SYN-00891,5.3317,,
2892,0,2,"Davis, Mr. Jordan 892",male,,0,0,SYN-00892,33.6929,,S
2893,1,1,"Evans, Mrs. Casey 893",female,32.07,1,1,SYN-00893,134.8334,,S
2894,0,3,"Foster, Mrs. Riley 894",female,37.86,1,0,SYN-00894,21.671,,S
2895,0,1,"Green, Mr. Avery 895",male,45.77,1,0,SYN-00895,89.2082,,S
2896,0,2,"Hall, Mr. Jamie 896",male,,1,0,SYN-00896,5.7828,C46,S
2897,1,1,"Anderson, Mrs. Alex 897",female,38.21,0,1,SYN-00897,49.365,,C
2898,1,3,"Bennett, Mrs. Morgan 898",female,32.74,0,0,SYN-00898,20.721,,S
2899,1,1,"Carter, Mrs. Taylor 899",female,6.04,0,0,SYN-00899,170.9165,,S
2900,0,3,"Davis, Mr. Jordan 900",male,7.14,0,2,SYN-00900,21.1585,,S
2901,1,3,"Evans, Mr. Casey 901",male,,0,0,SYN-00901,8.7815,,Q
2902,1,3,"Foster, Mrs. Riley 902",female,,0,1,SYN-00902,4.8743,,S
2903,1,2,"Green, Mrs. Avery 903",female,35.46,1,0,SYN-00903,19.558,B31,S
2904,0,3,"Hall, Mr. Jamie 904",male,33.86,0,1,SYN-00904,10.0818,E80,C
2905,0,3,"Anderson, Mr. Alex 905",male,,0,0,SYN-00905,23.6567,,S
2906,1,3,"Bennett, Mr. Morgan 906",male,41.58,0,0,SYN-00906,11.3347,,S
2907,0,3,"Carter, Mr. Taylor 907",male,8.15,0,0,SYN-00907,10.0922,E85,S
2908,0,1,"Davis, Mrs. Jordan 908",female,,2,0,SYN-00908,72.8875,,S
2909,1,3,"Evans, Mrs. Casey 909",female,22.11,1,0,SYN-00909,12.4598,,C
2910,1,1,"Foster, Mrs. Riley 910",female,20.52,0,2,SYN-00910,98.794,,S
2911,1,3,"Green, Mr. Avery 911",male,36.0,1,0,SYN-00911,6.7133,,S
2912,1,3,"Hall, Mr. Jamie 912",male,45.08,0,0,SYN-00912,5.5895,,S
2913,1,2,"Anderson, Mr. Alex 913",male,25.19,1,0,SYN-00913,42.5015,,Q
2914,0,3,"Bennett, Mr. Morgan 914",male,40.93,0,0,SYN-00914,4.0553,,S
2915,0,1,"Carter, Mr. Taylor 915",male,30.7,0,1,SYN-00915,172.3033,,S
2916,0,3,"Davis, Mr. Jordan 916",male,17.5,1,0,SYN-00916,3.4963,G106,Q
2917,1,3,"Evans, Mrs. Casey 917",female,26.39,1,1,SYN-00917,7.2506,E80,S
2918,1,1,"Foster, Mrs. Riley 918",female,25.81,1,0,SYN-00918,119.464,,C
2919,1,1,"Green, Mrs. Avery 919",female,20.25,0,1,SYN-00919,70.0132,,C
2920,0,3,"Hall, Mr. Jamie 920",male,36.0,0,0,SYN-00920,4.8478,,S
2921,1,2,"Anderson, Mrs. Alex 921",female,33.29,1,0,SYN-00921,25.2864,,C
2922,1,3,"Bennett, Mr. Morgan 922",male,,1,0,SYN-00922,10.3754,,
2923,1,3,"Carter, Mr. Taylor 923",male,6.88,0,0,SYN-00923,8.8796,,S
2924,1,3,"Davis, Mr. Jordan 924",male,35.95,2,0,SYN-00924,7.0953,G49,S
2925,1,2,"Evans, Mrs. Casey 925",female,18.59,1,0,SYN-00925,19.6229,,C
2926,0,3,"Foster, Mrs. Riley 926",female,34.23,1,0,SYN-00926,7.2611,E16,S
2927,1,3,"Green, Mrs. Avery 927",female,40.93,0,1,SYN-00927,38.152,,S
2928,0,1,"Hall, Mr. Jamie 928",male,,0,1,SYN-00928,61.3433,,S
2929,0,2,"Anderson, Mr. Alex 929",male,6.5,0,1,SYN-00929,16.2837,,C
2930,1,1,"Bennett, Mr. Morgan 930",male,,0,0,SYN-00930,51.9663,,C
2931,1,2,"Carter, Mrs. Taylor 931",female,34.92,0,1,SYN-00931,53.1467,D140,Q
2932,0,3,"Davis, Mr. Jordan 932",male,24.13,1,0,SYN-00932,4.0597,,S
2933,1,3,"Evans, Mr. Casey 933",male,7.28,0,0,SYN-00933,12.1858,,Q
2934,1,3,"Foster, Mr. Riley 934",male,22.85,0,0,SYN-00934,8.7668,,S
2935,1,2,"Green, Mr. Avery 935",male,13.33,1,0,SYN-00935,9.1418,,S
2936,1,1,"Hall, Mrs. Jamie 936",female,42.37,0,0,SYN-00936,44.612,,S
2937,1,2,"Anderson, Mr. Alex 937",male,10.9,1,1,SYN-00937,23.8088,,S
2938,0,3,"Bennett, Mrs. Morgan 938",female,,1,0,SYN-00938,6.2163,,S
2939,0,3,"Carter, Mr. Taylor 939",male,11.36,1,0,SYN-00939,11.5345,,S
2940,1,2,"Davis, Mrs. Jordan 940",female,15.39,1,1,SYN-00940,51.7677,,S
2941,1,3,"Evans, Mrs. Casey 941",female,24.03,0,0,SYN-00941,10.9837,,S
2942,0,1,"Foster, Mr. Riley 942",male,0.17,0,0,SYN-00942,31.4709,G26,S
2943,0,2,"Green, Mrs. Avery 943",female,28.31,0,1,SYN-00943,12.5534,,S
2944,0,1,"Hall, Mr. Jamie 944",male,27.62,0,0,SYN-00944,59.8309,,S
2945,0,3,"Anderson, Mr. Alex 945",male,41.55,1,0,SYN-00945,8.2388,C7,S
2946,0,3,"Bennett, Mrs. Morgan 946",female,3.98,1,1,SYN-00946,10.872,,S
2947,1,3,"Carter, Mr. Taylor 947",male,46.27,2,0,SYN-00947,11.8749,C65,S
2948,1,1,"Davis, Mr. Jordan 948",male,41.49,0,0,SYN-00948,181.324,,Q
2949,0,1,"Evans, Mr. Casey 949",male,47.53,0,0,SYN-00949,69.8569,,Q
2950,1,3,"Foster, Mrs. Riley 950",female,29.26,0,0,SYN-00950,5.3062,,S
2951,1,2,"Green, Mr. Avery 951",male,,0,0,SYN-00951,,,S
2952,1,3,"Hall, Mrs. Jamie 952",female,9.4,0,0,SYN-00952,20.0303,,S
2953,0,3,"Anderson, Mrs. Alex 953",female,39.98,0,0,SYN-00953,11.3638,,C
2954,0,2,"Bennett, Mrs. Morgan 954",female,19.2,0,0,SYN-00954,17.4653,G76,S
2955,1,3,"Carter, Mr. Taylor 955",male,6.88,0,0,SYN-00955,14.0832,,Q
2956,0,3,"Davis, Mr. Jordan 956",male,14.26,0,0,SYN-00956,8.9039,,Q
2957,1,3,"Evans, Mr. Casey 957",male,30.08,0,0,SYN-00957,3.2283,A145,S
2958,0,3,"Foster, Mr. Riley 958",male,18.46,0,0,SYN-00958,13.633,F102,S
2959,1,3,"Green, Mr. Avery 959",male,35.27,1,0,SYN-00959,16.3352,G16,S
2960,1,2,"Hall, Mr. Jamie 960",male,4.68,0,1,SYN-00960,44.1826,,S
2961,0,3,"Anderson, Mr. Alex 961",male,0.22,0,0,SYN-00961,6.6904,F101,S
2962,1,1,"Bennett, Mr. Morgan 962",male,49.21,0,0,SYN-00962,79.2721,,C
2963,1,3,"Carter, Mrs. Taylor 963",female,42.65,0,2,SYN-00963,11.4601,F77,S
2964,1,3,"Davis, Mrs. Jordan 964",female,15.31,0,0,SYN-00964,10.4808,F64,C
2965,1,3,"Evans, Mr. Casey 965",male,29.96,1,2,SYN-00965,10.6521,,S
2966,1,3,"Foster, Mr. Riley 966",male,44.27,0,0,SYN-00966,10.2063,,S
2967,1,3,"Green, Mr. Avery 967",male,,1,0,SYN-00967,11.2352,C12,Q
2968,1,1,"Hall, Mrs. Jamie 968",female,,0,1,SYN-00968,105.2007,,C
2969,1,1,"Anderson, Mr. Alex 969",male,45.33,0,0,SYN-00969,136.9551,,S
2970,1,2,"Bennett, Mrs. Morgan 970",female,19.77,1,1,SYN-00970,13.1938,,S
2971,0,3,"Carter, Mrs. Taylor 971",female,11.05,1,0,SYN-00971,9.0959,,S
2972,0,2,"Davis, Mrs. Jordan 972",female,29.75,0,0,SYN-00972,15.852,,S
2973,1,2,"Evans, Mrs. Casey 973",female,26.18,1,0,SYN-00973,14.6525,,Q
2974,1,3,"Foster, Mr. Riley 974",male,,0,0,SYN-00974,4.1114,,S
2975,1,2,"Green, Mrs. Avery 975",female,31.02,0,0,SYN-00975,20.2682,E90,S
2976,1,2,"Hall, Mr. Jamie 976",male,,1,0,SYN-00976,26.0328,B92,C
2977,1,2,"Anderson, Mr. Alex 977",male,15.32,0,0,SYN-00977,18.3646,,S
2978,0,1,"Bennett, Mr. Morgan 978",male,41.23,1,0,SYN-00978,69.656,,C
2979,0,3,"Carter, Mr. Taylor 979",male,,1,1,SYN-00979,12.5878,D9,S
2980,1,2,"Davis, Mrs. Jordan 980",female,5.4,0,1,SYN-00980,43.4603,,S
2981,1,1,"Evans, Mr. Casey 981",male,25.87,1,0,SYN-00981,55.569,,S
2982,1,3,"Foster, Mr. Riley 982",male,35.01,0,1,SYN-00982,5.2498,,S
2983,1,3,"Green, Mr. Avery 983",male,0.33,3,0,SYN-00983,9.5147,,Q
2984,1,3,"Hall, Mr. Jamie 984",male,,0,0,SYN-00984,28.1781,,S
2985,0,3,"Anderson, Mrs. Alex 985",female,20.52,0,0,SYN-00985,5.2809,,S
2986,0,3,"Bennett, Mr. Morgan 986",male,47.08,0,0,SYN-00986,14.2986,,S
2987,1,2,"Carter, Mrs. Taylor 987",female,,0,0,SYN-00987,37.8104,,S
2988,1,3,"Davis, Mrs. Jordan 988",female,29.32,1,0,SYN-00988,2.7225,,S
2989,0,3,"Evans, Mrs. Casey 989",female,,0,0,SYN-00989,12.531,,S
2990,1,2,"Foster, Mr. Riley 990",male,26.12,0,1,SYN-00990,27.8716,,S
2991,0,1,"Green, Mr. Avery 991",male,,1,1,SYN-00991,60.4285,,C
2992,0,1,"Hall, Mr. Jamie 992",male,30.55,2,1,SYN-00992,49.0556,,S
2993,0,3,"Anderson, Mr. Alex 993",male,,0,0,SYN-00993,7.2263,,S
2994,1,3,"Bennett, Mrs. Morgan 994",female,,1,0,SYN-00994,8.3468,,S
2995,1,3,"Carter, Mr. Taylor 995",male,7.23,1,0,SYN-00995,8.4692,,C
2996,1,2,"Davis, Mr. Jordan 996",male,20.4,0,0,SYN-00996,15.2687,,S
2997,0,1,"Evans, Mr. Casey 997",male,16.22,0,1,SYN-00997,57.9183,,S
2998,1,3,"Foster, Mrs. Riley 998",female,21.06,3,0,SYN-00998,19.2502,A71,S
2999,1,3,"Green, Mr. Avery 999",male,31.4,1,2,SYN-00999,5.1277,,S
3000,1,3,"Hall, Mrs. Jamie 1000",female,26.91,0,1,SYN-01000,3.8213,,S
3001,0,3,"Anderson, Mrs. Alex 1001",female,39.94,1,1,SYN-01001,19.4203,,S
3002,0,3,"Bennett, Mr. Morgan 1002",male,48.27,1,0,SYN-01002,8.9978,F54,C
3003,1,3,"Carter, Mrs. Taylor 1003",female,16.34,0,0,SYN-01003,8.0773,,S
3004,0,3,"Davis, Mrs. Jordan 1004",female,19.72,0,0,SYN-01004,9.4066,B51,Q
3005,0,3,"Evans, Mr. Casey 1005",male,9.89,1,1,SYN-01005,11.2199,,S
3006,0,1,"Foster, Mr. Riley 1006",male,58.43,1,0,SYN-01006,52.4713,,S
3007,0,1,"Green, Mr. Avery 1007",male,34.27,1,0,SYN-01007,92.4583,,S
3008,1,2,"Hall, Mrs. Jamie 1008",female,,0,0,SYN-01008,11.781,,S
3009,1,2,"Anderson, Mr. Alex 1009",male,11.24,1,1,SYN-01009,16.9409,,C
3010,1,1,"Bennett, Mr. Morgan 1010",male,,0,1,SYN-01010,20.7058,F103,S
3011,0,3,"Carter, Mr. Taylor 1011",male,37.13,0,0,SYN-01011,19.0547,,C
3012,1,1,"Davis, Mr. Jordan 1012",male,26.46,0,1,SYN-01012,63.5386,,S
3013,1,3,"Evans, Mr. Casey 1013",male,45.06,2,0,SYN-01013,14.4565,,S
3014,0,3,"Foster, Mr. Riley 1014",male,62.37,1,0,SYN-01014,12.9968,,S
3015,0,3,"Green, Mrs. Avery 1015",female,16.74,0,0,SYN-01015,13.531,,S
3016,1,3,"Hall, Mrs. Jamie 1016",female,15.69,0,0,SYN-01016,9.9573,,S
3017,1,2,"Anderson, Mr. Alex 1017",male,,1,0,SYN-01017,24.7607,,Q
3018,1,3,"Bennett, Mr. Morgan 1018",male,,0,1,SYN-01018,5.8937,D116,S
3019,0,1,"Carter, Mrs. Taylor 1019",female,44.59,1,1,SYN-01019,36.7577,,S
3020,0,3,"Davis, Mr. Jordan 1020",male,28.1,1,0,SYN-01020,9.4591,C88,C
3021,1,2,"Evans, Mr. Casey 1021",male,30.51,1,0,SYN-01021,13.7612,,S
3022,1,2,"Foster, Mr. Riley 1022",male,18.57,0,0,SYN-01022,43.8045,,C
3023,0,3,"Green, Mr. Avery 1023",male,,3,0,SYN-01023,12.2916,,S
3024,0,3,"Hall, Mr. Jamie 1024",male,6.33,1,2,SYN-01024,6.7431,,C
3025,0,3,"Anderson, Mr. Alex 1025",male,26.36,0,0,SYN-01025,8.6127,,S
3026,1,3,"Bennett, Mrs. Morgan 1026",female,38.52,2,0,SYN-01026,10.759,,Q
3027,0,1,"Carter, Mr. Taylor 1027",male,27.37,0,0,SYN-01027,67.4302,,S
3028,0,3,"Davis, Mr. Jordan 1028",male,,0,0,SYN-01028,11.6121,B17,C
3029,0,2,"Evans, Mr. Casey 1029",male,30.15,0,0,SYN-01029,20.7696,,S
3030,1,2,"Foster, Mr. Riley 1030",male,,1,1,SYN-01030,9.308,,C
3031,1,1,"Green, Mr. Avery 1031",male,53.05,0,0,SYN-01031,21.4451,,C
3032,0,2,"Hall, Mr. Jamie 1032",male,38.2,1,0,SYN-01032,16.285,F136,C
3033,0,2,"Anderson, Mr. Alex 1033",male,41.25,0,1,SYN-01033,27.2214,,S
3034,0,3,"Bennett, Mr. Morgan 1034",male,27.2,0,0,SYN-01034,8.193,,S
3035,1,1,"Carter, Mr. Taylor 1035",male,,0,0,SYN-01035,138.1867,,C
3036,0,1,"Davis, Mr. Jordan 1036",male,39.16,0,1,SYN-01036,68.2179,,S
3037,1,3,"Evans, Mrs. Casey 1037",female,32.4,0,0,SYN-01037,21.0951,,S
3038,1,1,"Foster, Mr. Riley 1038",male,10.08,0,0,SYN-01038,131.8997,G128,S
3039,1,3,"Green, Mr. Avery 1039",male,25.41,0,1,SYN-01039,17.8284,,S
3040,1,3,"Hall, Mrs. Jamie 1040",female,28.84,0,0,SYN-01040,5.1585,F50,S
3041,1,2,"Anderson, Mrs. Alex 1041",female,22.85,0,1,SYN-01041,20.1894,,S
3042,0,3,"Bennett, Mr. Morgan 1042",male,,1,0,SYN-01042,19.5918,G32,S
3043,1,1,"Carter, Mr. Taylor 1043",male,36.72,0,0,SYN-01043,81.3113,,S
3044,1,1,"Davis, Mr. Jordan 1044",male,49.22,1,1,SYN-01044,94.9541,F52,C
3045,0,3,"Evans, Mrs. Casey 1045",female,33.69,0,0,SYN-01045,4.6611,E63,S
3046,0,3,"Foster, Mrs. Riley 1046",female,31.14,1,0,SYN-01046,28.7294,,C
3047,1,3,"Green, Mrs. Avery 1047",female,16.89,0,2,SYN-01047,6.471,F125,S
3048,0,1,"Hall, Mr. Jamie 1048",male,30.17,1,0,SYN-01048,23.3725,G77,S
3049,1,3,"Anderson, Mr. Alex 1049",male,,0,1,SYN-01049,8.2438,,S
3050,1,2,"Bennett, Mrs. Morgan 1050",female,8.71,0,0,SYN-01050,5.205,,S
3051,0,2,"Carter, Mr. Taylor 1051",male,22.45,0,0,SYN-01051,11.0112,,S
3052,1,1,"Davis, Mrs. Jordan 1052",female,25.47,1,1,SYN-01052,285.9099,,S
3053,0,3,"Evans, Mrs. Casey 1053",female,35.79,0,0,SYN-01053,8.1138,,S
3054,1,1,"Foster, Mrs. Riley 1054",female,36.46,0,0,SYN-01054,31.9193,,S
3055,0,3,"Green, Mrs. Avery 1055",female,21.86,1,0,SYN-01055,10.1401,,S
3056,0,3,"Hall, Mr. Jamie 1056",male,36.56,0,0,SYN-01056,6.1031,,C
3057,1,3,"Anderson, Mr. Alex 1057",male,10.43,0,0,SYN-01057,16.088,,S
3058,1,3,"Bennett, Mrs. Morgan 1058",female,,1,0,SYN-01058,6.1309,,S
3059,0,3,"Carter, Mr. Taylor 1059",male,23.21,1,1,SYN-01059,11.6056,,S
3060,1,1,"Davis, Mr. Jordan 1060",male,45.11,0,1,SYN-01060,37.2485,,C
3061,0,1,"Evans, Mr. Casey 1061",male,6.45,0,0,SYN-01061,292.3526,,S
3062,0,3,"Foster, Mr. Riley 1062",male,4.5,0,0,SYN-01062,13.1916,,S
3063,0,2,"Green, Mrs. Avery 1063",female,52.19,0,0,SYN-01063,18.4618,,C
3064,0,1,"Hall, Mr. Jamie 1064",male,19.35,1,0,SYN-01064,59.5829,,S
3065,1,1,"Anderson, Mrs. Alex 1065",female,,1,0,SYN-01065,51.6255,B58,C
3066,0,2,"Bennett, Mr. Morgan 1066",male,11.74,0,1,SYN-01066,13.1606,A136,S
3067,1,1,"Carter, Mr. Taylor 1067",male,52.78,0,1,SYN-01067,45.3712,,Q
3068,1,1,"Davis, Mr. Jordan 1068",male,28.83,0,0,SYN-01068,176.1923,A111,S
3069,0,3,"Evans, Mrs. Casey 1069",female,30.65,0,0,SYN-01069,7.3791,,S
3070,0,2,"Foster, Mr. Riley 1070",male,48.96,4,0,SYN-01070,6.2,,S
3071,0,3,"Green, Mr. Avery 1071",male,,0,0,SYN-01071,5.2662,,S
3072,0,3,"Hall, Mr. Jamie 1072",male,17.74,0,0,SYN-01072,16.6571,,S
3073,0,1,"Anderson, Mr. Alex 1073",male,,1,0,SYN-01073,60.9295,,S
3074,1,3,"Bennett, Mr. Morgan 1074",male,36.93,0,1,SYN-01074,9.2891,C26,S
3075,0,3,"Carter, Mr. Taylor 1075",male,21.26,1,1,SYN-01075,19.0294,,C
3076,1,3,"Davis, Mrs. Jordan 1076",female,0.36,1,0,SYN-01076,6.5218,,S
3077,0,1,"Evans, Mr. Casey 1077",male,29.25,1,0,SYN-01077,99.1194,,C
3078,1,1,"Foster, Mr. Riley 1078",male,9.28,1,0,SYN-01078,48.4804,,S
3079,0,1,"Green, Mr. Avery 1079",male,6.93,0,2,SYN-01079,96.0844,,S
3080,1,3,"Hall, Mrs. Jamie 1080",female,32.48,0,0,SYN-01080,8.0644,,S
3081,1,3,"Anderson, Mrs. Alex 1081",female,,0,1,SYN-01081,8.7559,,C
3082,0,3,"Bennett, Mr. Morgan 1082",male,20.22,0,0,SYN-01082,15.7,,C
3083,0,3,"Carter, Mr. Taylor 1083",male,,0,0,SYN-01083,15.0895,,S
3084,1,3,"Davis, Mr. Jordan 1084",male,,0,0,SYN-01084,9.1303,,S
3085,1,3,"Evans, Mr. Casey 1085",male,44.23,0,0,SYN-01085,7.7152,,Q
3086,0,1,"Foster, Mr. Riley 1086",male,61.25,1,0,SYN-01086,168.6839,B128,S
3087,0,3,"Green, Mr. Avery 1087",male,40.17,0,1,SYN-01087,13.8283,,S
3088,0,2,"Hall, Mr. Jamie 1088",male,28.71,0,1,SYN-01088,16.1288,,S
3089,0,1,"Anderson, Mr. Alex 1089",male,23.95,0,0,SYN-01089,48.8766,,S
3090,1,3,"Bennett, Mr. Morgan 1090",male,,1,0,SYN-01090,17.5715,,C
3091,0,3,"Carter, Mrs. Taylor 1091",female,58.84,1,0,SYN-01091,10.6553,,Q
3092,0,2,"Davis, Mr. Jordan 1092",male,27.36,1,1,SYN-01092,18.2795,,C
3093,1,3,"Evans, Mrs. Casey 1093",female,59.62,1,1,SYN-01093,10.6528,,S
3094,0,1,"Foster, Mrs. Riley 1094",female,49.51,0,0,SYN-01094,84.2917,,S
3095,0,1,"Green, Mr. Avery 1095",male,5.63,1,0,SYN-01095,67.8511,,S
3096,1,1,"Hall, Mr. Jamie 1096",male,,0,0,SYN-01096,135.7104,G123,S
3097,0,3,"Anderson, Mrs. Alex 1097",female,20.63,0,0,SYN-01097,19.9898,,S
3098,1,3,"Bennett, Mr. Morgan 1098",male,28.88,0,0,SYN-01098,13.3982,G38,Q
3099,0,1,"Carter, Mr. Taylor 1099",male,29.16,0,0,SYN-01099,149.096,,S
3100,0,2,"Davis, Mrs. Jordan 1100",female,71.95,0,0,SYN-01100,20.0937,,S
3101,1,1,"Evans, Mrs. Casey 1101",female,14.92,0,0,SYN-01101,102.3274,B94,S
3102,1,1,"Foster, Mrs. Riley 1102",female,33.21,0,0,SYN-01102,121.6254,D114,S
3103,0,3,"Green, Mr. Avery 1103",male,38.63,0,0,SYN-01103,17.515,,S
3104,1,3,"Hall, Mr. Jamie 1104",male,29.98,1,0,SYN-01104,16.55,,S
3105,1,3,"Anderson, Mrs. Alex 1105",female,31.54,1,1,SYN-01105,14.1503,,S
3106,0,2,"Bennett, Mr. Morgan 1106",male,15.37,0,0,SYN-01106,58.6832,B38,S
3107,1,3,"Carter, Mrs. Taylor 1107",female,31.49,1,1,SYN-01107,7.4317,,C
3108,0,1,"Davis, Mr. Jordan 1108",male,5.94,1,1,SYN-01108,64.272,,S
3109,1,1,"Evans, Mr. Casey 1109",male,34.59,1,0,SYN-01109,62.2099,F71,C
3110,1,3,"Foster, Mrs. Riley 1110",female,37.98,1,0,SYN-01110,8.1674,,S
3111,0,3,"Green, Mrs. Avery 1111",female,49.78,0,0,SYN-01111,3.3493,,S
3112,0,3,"Hall, Mr. Jamie 1112",male,43.12,0,0,SYN-01112,21.3011,,S
3113,0,3,"Anderson, Mr. Alex 1113",male,,0,0,SYN-01113,5.6875,,Q
3114,0,3,"Bennett, Mr. Morgan 1114",male,13.6,0,0,SYN-01114,10.979,,S
3115,0,3,"Carter, Mr. Taylor 1115",male,21.6,1,1,SYN-01115,4.5748,,S
3116,1,2,"Davis, Mrs. Jordan 1116",female,,0,0,SYN-01116,28.1381,E159,Q
3117,1,1,"Evans, Mrs. Casey 1117",female,33.53,1,2,SYN-01117,45.4461,,Q
3118,0,1,"Foster, Mr. Riley 1118",male,6.24,1,1,SYN-01118,37.4766,G153,S
3119,1,1,"Green, Mrs. Avery 1119",female,16.9,0,1,SYN-01119,77.8967,E145,C
3120,1,1,"Hall, Mr. Jamie 1120",male,13.37,0,0,SYN-01120,47.6123,,S
3121,0,2,"Anderson, Mr. Alex 1121",male,6.88,0,0,SYN-01121,14.5843,D11,S
3122,1,3,"Bennett, Mrs. Morgan 1122",female,26.71,0,1,SYN-01122,10.9909,,S
3123,1,3,"Carter, Mr. Taylor 1123",male,,0,0,SYN-01123,15.527,,Q
3124,1,3,"Davis, Mrs. Jordan 1124",female,15.99,0,1,SYN-01124,6.3755,,S
3125,0,1,"Evans, Mr. Casey 1125",male,24.49,0,1,SYN-01125,40.5826,,C
3126,0,3,"Foster, Mr. Riley 1126",male,11.3,1,0,SYN-01126,10.13,,S
3127,0,2,"Green, Mr. Avery 1127",male,35.32,0,0,SYN-01127,26.9052,,S
3128,1,1,"Hall, Mr. Jamie 1128",male,40.36,0,0,SYN-01128,156.4929,C39,S
3129,1,2,"Anderson, Mr. Alex 1129",male,22.31,4,0,SYN-01129,11.0951,,C
3130,1,2,"Bennett, Mr. Morgan 1130",male,23.88,1,0,SYN-01130,16.7911,D133,Q
3131,1,2,"Carter, Mr. Taylor 1131",male,37.52,1,0,SYN-01131,38.1839,,C
3132,1,3,"Davis, Mr. Jordan 1132",male,20.0,0,0,SYN-01132,29.6004,,C
3133,0,3,"Evans, Mrs. Casey 1133",female,19.04,3,0,SYN-01133,5.7915,,S
3134,1,3,"Foster, Mr. Riley 1134",male,46.75,0,1,SYN-01134,6.6608,,Q
3135,1,1,"Green, Mr. Avery 1135",male,42.38,0,0,SYN-01135,86.3234,F123,
3136,1,3,"Hall, Mrs. Jamie 1136",female,12.45,0,1,SYN-01136,7.2778,F43,S
3137,0,3,"Anderson, Mr. Alex 1137",male,42.96,0,0,SYN-01137,6.5864,,S
3138,0,1,"Bennett, Mr. Morgan 1138",male,2.32,0,1,SYN-01138,80.0742,,S
3139,0,3,"Carter, Mrs. Taylor 1139",female,,1,1,SYN-01139,23.4476,,S
3140,0,3,"Davis, Mr. Jordan 1140",male,35.49,1,0,SYN-01140,4.8665,D83,S
3141,0,2,"Evans, Mrs. Casey 1141",female,44.15,0,0,SYN-01141,45.5958,,S
3142,1,1,"Foster, Mr. Riley 1142",male,,0,0,SYN-01142,51.0279,,Q
3143,0,3,"Green, Mr. Avery 1143",male,30.68,0,1,SYN-01143,12.0947,E94,Q
3144,1,1,"Hall, Mr. Jamie 1144",male,,0,1,SYN-01144,167.9159,,S
3145,0,1,"Anderson, Mr. Alex 1145",male,35.14,1,2,SYN-01145,83.7154,,Q
3146,0,1,"Bennett, Mrs. Morgan 1146",female,25.64,0,2,SYN-01146,59.4345,,S
3147,0,3,"Carter, Mr. Taylor 1147",male,42.15,2,0,SYN-01147,14.8438,,S
3148,0,2,"Davis, Mr. Jordan 1148",male,7.79,0,0,SYN-01148,18.1831,,Q
3149,1,2,"Evans, Mr. Casey 1149",male,,1,0,SYN-01149,26.6416,,S
3150,0,2,"Foster, Mr. Riley 1150",male,58.63,0,0,SYN-01150,17.8706,,C
3151,1,3,"Green, Mrs. Avery 1151",female,21.23,2,0,SYN-01151,16.0582,,S
3152,0,3,"Hall, Mr. Jamie 1152",male,,0,0,SYN-01152,4.6448,,S
3153,1,3,"Anderson, Mrs. Alex 1153",female,17.64,0,0,SYN-01153,5.7268,,S
3154,1,2,"Bennett, Mrs. Morgan 1154",female,34.7,2,0,SYN-01154,9.2149,,Q
3155,1,1,"Carter, Mr. Taylor 1155",male,19.69,0,0,SYN-01155,67.8608,,S
3156,1,3,"Davis, Mrs. Jordan 1156",female,27.4,1,3,SYN-01156,4.3117,,S
3157,1,2,"Evans, Mrs. Casey 1157",female,41.88,0,0,SYN-01157,13.6703,,S
3158,1,3,"Foster, Mrs. Riley 1158",female,20.22,0,1,SYN-01158,5.4382,,S
3159,1,3,"Green, Mr. Avery 1159",male,41.04,1,0,SYN-01159,22.5652,,S
3160,0,3,"Hall, Mr. Jamie 1160",male,41.51,0,0,SYN-01160,5.7991,,C
3161,1,3,"Anderson, Mrs. Alex 1161",female,,1,0,SYN-01161,4.9283,,S
